LOC_CODE;LOCATION_TYPE;LOCATION_NAME;DIS_CODE;DISTRICT;REG_CODE;REGION
L04938;д.;Артемово;D065;Лиозненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L03705;х.;Артемы;D024;Глубокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L20590;д.;Артехов;D058;Краснопольский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L09961;д.;Артуки;D097;Речицкий;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L06380;д.;Артюхи;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L20343;д.;Артюховка;D116;Хотимский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L19116;д.;Артюши;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L07573;д.;Артюшки;D114;Ушачский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L05700;д.;Арханово;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L22033;д.;Арыжня;D025;Глусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L16680;д.;Асаново;D078;Молодечненский;R06;МИНСКАЯ ОБЛАСТЬ
L18115;д.;Асаны;D107;Сморгонский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L08770;д.;Асаревичи;D009;Брагинский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L03870;д.;Асетки;D019;Витебский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07229;д.;Асиновка;D102;Сенненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L04449;д.;Аскерино;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L16818;д.;Аскерки;D008;Борисовский;R06;МИНСКАЯ ОБЛАСТЬ
L01845;д.;Аскерщина;D006;Бешенковичский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L19617;д.;Аскрышино;D066;Логойский;R06;МИНСКАЯ ОБЛАСТЬ
L17807;д.;Аславеняты;D107;Сморгонский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L24914;х;Аслесье;D106;Смолевичский;R06;МИНСКАЯ ОБЛАСТЬ
L23129;д.;Асмоловичи;D080;Мстиславский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L02285;д.;Асовец;D006;Бешенковичский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L06654;д.;Астапенки;D102;Сенненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L04073;д.;Астапковичи;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07526;д.;Астаповщина;D114;Ушачский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L05043;д.;Асташево;D065;Лиозненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L09820;д.;Асташин;D055;Кореличский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L13865;д.;Асташишки;D089;Островецкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L04728;д.;Асташковичи;D037;Дубровенский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L15774;д.;Асташонки;D106;Смолевичский;R06;МИНСКАЯ ОБЛАСТЬ
L17572;д.;Астрейки;D054;Копыльский;R06;МИНСКАЯ ОБЛАСТЬ
L03062;д.;Астрейково;D019;Витебский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L20626;д.;Астрени;D117;Чаусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L22025;аг.;Аталезь;D110;Столбцовский;R06;МИНСКАЯ ОБЛАСТЬ
L13921;д.;Атирки;D091;Петриковский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L17243;п.;Аткуловичи;D054;Копыльский;R06;МИНСКАЯ ОБЛАСТЬ
L22145;д.;Атнянка;D076;Могилевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L02920;д.;Атоки;D015;Верхнедвинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L16020;аг.;Атолино;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L20607;д.;Атражье;D117;Чаусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L04096;д.;Атрахимовка;D034;Докшицкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07574;д.;Атрошково;D114;Ушачский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L25859;д.;Аульс;D030;Гродненский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L09276;п.;Афанасовка;D027;Гомельский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L07379;д.;Аферовщина;D114;Ушачский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L21491;д.;Ахимковичи 1;D060;Круглянский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L21492;д.;Ахимковичи 2;D060;Круглянский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L22273;д.;Ахремовичи;D110;Столбцовский;R06;МИНСКАЯ ОБЛАСТЬ
L02662;аг.;Ахремовцы;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L02663;х.;Ахремовщина;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L03411;д.;Ахремцы;D015;Верхнедвинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L11017;д.;Ахримовцы;D030;Гродненский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L05003;д.;Ацковая;D065;Лиозненский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L23611;д.;Ачижа;D119;Червенский;R06;МИНСКАЯ ОБЛАСТЬ
L11732;д.;Ачукевичи;D084;Новогрудский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L02702;д.;Ашкараги;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L15672;д.;Ашмянцы;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L15720;д.;Ашнарово;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L16576;д.;Бабаевичи;D050;Клецкий;R06;МИНСКАЯ ОБЛАСТЬ
L18305;д.;Бабарика;D061;Крупский;R06;МИНСКАЯ ОБЛАСТЬ
L05852;д.;Бабарики;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L13529;х.;Бабариха;D089;Островецкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L04396;д.;Бабахино;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L03162;д.;Бабашки;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L15469;д.;Бабий Лес;D106;Смолевичский;R06;МИНСКАЯ ОБЛАСТЬ
L01654;д.;Бабинец;D095;Пружанский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L03024;аг.;Бабиничи;D019;Витебский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L13244;х.;Бабинишки;D089;Островецкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L15547;д.;Бабинка;D003;Березинский;R06;МИНСКАЯ ОБЛАСТЬ
L23063;д.;Бабинки;D035;Дрибинский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L10976;д.;Бабино;D030;Гродненский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L04397;д.;Бабиновичи;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L21103;д.;Бабино-1;D007;Бобруйский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L21104;д.;Бабино-2;D007;Бобруйский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L13176;д.;Бабинск;D046;Ивьевский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L22034;д.;Бабирово;D025;Глусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L00705;д.;Бабичи;D048;Каменецкий;R01;БРЕСТСКАЯ ОБЛАСТЬ
L18224;д.;Бабище;D017;Вилейский;R06;МИНСКАЯ ОБЛАСТЬ
L10125;д.;Бабоневка;D055;Кореличский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L13643;аг.;Бабуничи;D091;Петриковский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L04097;д.;Бабцы;D034;Докшицкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L05113;д.;Бабча;D063;Лепельский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L11523;д.;Бабчин;D115;Хойникский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L22214;д.;Бабчино;D123;Шкловский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L01238;д.;Бабы;D068;Лунинецкий;R01;БРЕСТСКАЯ ОБЛАСТЬ
L05988;д.;Бабыничи;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L02455;д.;Бабышки;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L06310;д.;Багдюны;D094;Поставский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01001;д.;Багны;D040;Жабинковский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L13970;д.;Багримовичи;D091;Петриковский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L05510;д.;Багриново;D087;Оршанский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L16260;д.;Багрицовщина;D032;Дзержинский;R06;МИНСКАЯ ОБЛАСТЬ
L15798;д.;Багута;D106;Смолевичский;R06;МИНСКАЯ ОБЛАСТЬ
L17573;д.;Бадежи;D054;Копыльский;R06;МИНСКАЯ ОБЛАСТЬ
L18363;д.;Бадени;D081;Мядельский;R06;МИНСКАЯ ОБЛАСТЬ
L08565;п.;Бадёрый;D013;Буда-Кошелевский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L20903;д.;Баевка-1;D059;Кричевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L20904;д.;Баевка-2;D059;Кричевский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L04729;д.;Баево;D037;Дубровенский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L17785;д.;Базары;D107;Сморгонский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L06381;д.;Базылевка;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L13399;д.;Базыли;D022;Вороновский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L17786;д.;Байбы;D107;Сморгонский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L14994;д.;Байдаки;D073;Минский;R06;МИНСКАЯ ОБЛАСТЬ
L06528;д.;Байдино;D099;Россонский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L06552;д.;Байдино 1;D099;Россонский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07274;п.;Байкал;D112;Толочинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L12957;д.;Байканы;D089;Островецкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L02161;д.;Байки;D095;Пружанский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L22067;д.;Байлюки;D025;Глусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L13188;д.;Байраши;D046;Ивьевский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L09856;д.;Байтюли;D090;Ошмянский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L04526;д.;Байцерово;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L21821;д.;Баканово;D060;Круглянский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L04398;д.;Баканы;D029;Городокский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L12755;д.;Баки;D020;Волковысский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L15284;д.;Бакиново;D032;Дзержинский;R06;МИНСКАЯ ОБЛАСТЬ
L21259;д.;Баков;D120;Чериковский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L07074;д.;Баковичи;D094;Поставский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L26896;д.;Бакуново;D021;Воложинский;R06;МИНСКАЯ ОБЛАСТЬ
L12830;д.;Бакуново 1;D046;Ивьевский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L12831;д.;Бакуново 2;D046;Ивьевский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L02208;д.;Бакуны;D095;Пружанский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L17551;д.;Бакуньки;D017;Вилейский;R06;МИНСКАЯ ОБЛАСТЬ
L17356;д.;Бакшты;D081;Мядельский;R06;МИНСКАЯ ОБЛАСТЬ
L10626;д.;Балаба;D098;Рогачевский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L03412;д.;Балабанщина;D015;Верхнедвинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L05701;х.;Балабошки;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L13040;д.;Балажевичи;D077;Мозырский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L05273;д.;Балаи;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00507;д.;Баландичи;D044;Ивановский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L22057;д.;Балашевичи;D025;Глусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L09661;д.;Балашевка;D097;Речицкий;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L02987;д.;Балаши;D019;Витебский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07278;д.;Балашово;D112;Толочинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07799;д.;Балбеки;D122;Шарковщинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L17226;д.;Балговичи;D054;Копыльский;R06;МИНСКАЯ ОБЛАСТЬ
L17357;х.;Балдук;D081;Мядельский;R06;МИНСКАЯ ОБЛАСТЬ
L01002;д.;Балевщина;D040;Жабинковский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L24327;д.;Балешин;D051;Климовичский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L19163;д.;Бали;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L02703;д.;Балики;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L09739;д.;Балиненты;D030;Гродненский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L08222;д.;Балино;D118;Чашникский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L03357;д.;Балины;D015;Верхнедвинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L15145;д.;Баличи;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L26518;д.;Балобаны;D107;Сморгонский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L07452;д.;Бальбиново;D114;Ушачский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L14021;д.;Балькуны;D022;Вороновский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L02424;д.;Бальтишки;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L16728;д.;Бальцеры;D078;Молодечненский;R06;МИНСКАЯ ОБЛАСТЬ
L23521;х;Балюи;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L10026;д.;Баля Сольная;D030;Гродненский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L02456;х.;Бандури;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L20488;д.;Баневка;D007;Бобруйский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L10730;д.;Банцевичи;D064;Лидский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L21836;д.;Баньки;D060;Круглянский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L26854;д.;Баньково;D021;Воложинский;R06;МИНСКАЯ ОБЛАСТЬ
L23741;д.;Баньковщина;D080;Мстиславский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L19476;д.;Банюки;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L20194;п.;Барак;D007;Бобруйский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L13837;д.;Барани;D089;Островецкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L18806;х.;Бараниха;D125;Щучинский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L00680;д.;Баранки;D048;Каменецкий;R01;БРЕСТСКАЯ ОБЛАСТЬ
L01841;г.;Барановичи;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L20793;д.;Барановичи 1;D007;Бобруйский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L20794;д.;Барановичи 3;D007;Бобруйский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L03530;д.;Барановка;D019;Витебский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L06154;д.;Бараново;D093;Полоцкий;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L07932;д.;Барановские;D124;Шумилинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L02457;д.;Барановщина;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L01027;д.;Баранцы;D040;Жабинковский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L05702;д.;Баранчики;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00654;д.;Бараны;D045;Ивацевичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L05567;д.;Барань;D087;Оршанский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L16150;д.;Барань Гора;D108;Солигорский;R06;МИНСКАЯ ОБЛАСТЬ
L08446;д.;Бараньки;D124;Шумилинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L09796;д.;Баратин;D055;Кореличский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L00063;д.;Баратино;D001;Барановичский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L18680;д.;Баратьковщина;D083;Несвижский;R06;МИНСКАЯ ОБЛАСТЬ
L07275;д.;Бараши;D112;Толочинский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L20730;д;Барашки;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L05274;х.;Барбарино;D074;Миорский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L10332;д.;Барбаричи;D030;Гродненский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L02458;д.;Барбаришки;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L12968;д.;Барбаров;D077;Мозырский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L16337;д.;Барбарово;D078;Молодечненский;R06;МИНСКАЯ ОБЛАСТЬ
L09962;п.;Барбары;D097;Речицкий;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L21977;д.;Барберовка;D109;Стародорожский;R06;МИНСКАЯ ОБЛАСТЬ
L20827;д.;Барборово;D007;Бобруйский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L03025;д.;Барвин;D019;Витебский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L02362;д.;Бардаши;D006;Бешенковичский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L08148;д.;Бардилово;D118;Чашникский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L20966;д.;Бардилы;D117;Чаусский;R07;МОГИЛЕВСКАЯ ОБЛАСТЬ
L24841;п.;Бардино;D027;Гомельский;R03;ГОМЕЛЬСКАЯ ОБЛАСТЬ
L13531;х.;Бариново;D089;Островецкий;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L02704;д.;Барковщина;D010;Браславский;R02;ВИТЕБСКАЯ ОБЛАСТЬ
L00174;д.;Бармуты;D004;Березовский;R01;БРЕСТСКАЯ ОБЛАСТЬ
L10455;д.;Баровичи;D064;Лидский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L13189;д.;Барово;D046;Ивьевский;R04;ГРОДНЕНСКАЯ ОБЛАСТЬ
L18225;д.;Баровцы;D017;Вилейский;R06;МИНСКАЯ ОБЛАСТЬ
