S_NUMBER;C_CODE;Location_DESC;Latitude;Longitude;ROAD1;ROAD2;DT;DT2;AI92;BN92;AI95;GPL;AI98
70;BY;Брестская обл. г. Пинск ул. Достоевского 82;52.006666;26.025;;;1;0;1;0;1;0;0,,,,,,
70;BY;г. Гомель, ул. Олимпийская, 17;52.478611;31.026667;;;1;0;1;0;1;0;0,,,,
70;BY;г.п.Порозово;52.92963;24.35697;Р-78;;1;0;1;0;1;0;0,,,,,,
71;BY;г. Наровля, ул. Корзуна А.Г., 62;51.781475;29.509953;Р-37;;1;0;1;0;1;1;0,,,,
71;BY;Фанипольский с/с, 25-й км а/д Р1 Минск-Дзержинск, 1А;53.736352;27.308009;Р-1;;1;0;1;0;1;1;0,,,,
71;BY;212026,г.Могилев, ул. Алексея Пысина,12;53.911316;30.283916;;;1;0;1;0;1;1;0,,,
71;BY;Брестская обл., Пинский р-н, с/с Логишинский поселковый Совет,2,0 км южнее центра г.п. Логишин;52.3206;25.9912;Р-6;Р-105;1;0;1;0;1;1;0,,
71;BY;г.Полоцк, Вильнюсское шоссе,2;55.474099;28.745358;Р-45;;1;0;1;1;1;0;0,,,,
71;BY;г.Гродно, ул.О.Соломовой,161;53.651666;23.778611;;;1;1;1;0;1;1;0,,,,
72;BY;г. Жлобин, ул. К. Маркса, 1Д;52.911944;30.043333;;;1;0;0;1;1;0;0,,,,
72;BY;Минская обл., Минский р/н, Колодищанский с/с, а/г Колодищи ул. Тюленина, 26.;53.949722;27.783055;;;1;0;1;0;1;0;0,,
72;BY;Могилевская обл, Могилевский р-н, д. Салтановка;53.808883;30.22025;Р-93;;1;0;1;0;1;0;0,,,,
72;BY;Островенский с/с, 12;55.118956;29.776707;М-3;;1;0;1;1;1;0;0,,,,,
72;BY;Брестская обл., Пинский район, Оснежицкий с/с, 10 АЗС в направлении Пинск-Оснежицы;52.152777;26.126388;М-10;;1;0;1;0;1;0;1,,,
72;BY;Гродненский р-н,Коптевский с\с,8;53.637222;23.878333;;;1;0;1;0;1;0;1,,,,
73;BY;Брестская обл., Ивацевичский р-н, г.п. Телеханы;52.5151;25.8351;Р-6;;1;0;1;0;0;0;0,,,,
73;BY;Дещенский с/с, 2;53.56373;27.471161;Р-23;;1;0;0;1;1;1;0,,,,,
73;BY;Сенненский р-н, г.п. Богушевск на а/д Р-86 12+500 (лево);54.842223;30.239463;Р-86;;1;0;1;0;0;0;0,,,,,
73;BY;Рогачевский р-н., Поболовский с-с., 12;53.013838;29.728166;М-5;;1;0;1;0;1;0;0,,,,
73;BY;г.Гродно, ул.Совхозная, 39;53.664;23.86;;;1;0;1;0;1;0;0,,,,
74;BY;г. Светлогорск, ул. Авиационная, 76;52.639722;29.718333;;;1;0;1;0;1;1;0,,,,
74;BY;Брестская обл., Лунинецкий р-н,0,9 км северо-западнее г. Микашевичи;52.2426;27.4523;М-10;Р-23;1;0;0;1;1;1;0,,,
74;BY;М-6,159-й км, 4;53.830219;25.36326;М-6;М-11;1;1;1;0;1;0;0,,,,
75;BY;г. Гомель, ул. Добрушская, 51А;52.401554;31.065892;М-10;;1;1;1;0;1;1;0,,,,
75;BY;Боровлянский с/с,53, район 51-го км МКАД;53.97054;27.599722;М-9;;1;0;0;1;1;1;0,,,,
75;BY;г. Витебск, ул. 14-я Полоцкая;55.179892;30.142729;;;1;1;1;1;1;0;0,,,,,
75;BY;Брестская обл., г. Пинск, пр-т Жолтовского, 34;52.1355;26.0481;;;1;0;1;0;1;1;0,,,
75;BY;Автодорога Р-95, 76-й км, 2;54.456581;26.387547;Р-95;;1;1;1;0;1;0;0,,,,
76;BY;Добрушский район, трасса  Р-124, 49-й. км., 1;52.214444;31.485716;Р-124;;1;1;1;0;1;0;0,,,
76;BY;М-1,494-й км,76;54.375383;29.3149;М-1;;1;0;1;0;1;0;0,,,,
76;BY;Брестская обл., Ивановский р-н, Лясковичский с/с, М-10, 438 км., 10;52.1568;25.5597;М-10;;1;0;1;0;1;0;0,
76;BY;Автодорога М6, 123 километр, 2;53.910555;25.875833;М-6;;1;1;1;0;1;0;0,,,,
77;BY;г. Гродно, ул. Краснопартизанская 73А;53.675833;23.803611;;;1;0;1;0;1;0;1,,,,,
77;BY;Брестская обл., Ивановский р-н, Мотольский с/с, аг. Мотоль, ул. О. Мироновой, д. 27А;52.3046;25.6135;;;1;0;1;0;1;0;0,
77;BY;Сеницкий с/с,50, район 22-го км МКАД;53.836388;27.513333;М-9;;1;0;1;0;1;1;1,,,,
77;BY;г. Гомель, ул. Советская, 246;52.474612;30.976059;;;1;0;1;0;1;0;0,,,,
78;BY;Брестская обл., Столинский р-н, г. Столин, ул. Пинская, 72;51.8926;26.8317;Р-6;Р-88;1;0;1;0;1;0;0,,
78;BY;г. Гродно ул.Городенская,д.117;53.671389;23.762222;;;1;0;1;0;1;1;0,,,,,
78;BY;Довский с/с., аг. Довск, ул Гомельская, 2Б;53.156388;30.459722;М-8;;1;0;1;0;1;1;0,,,
79;BY;Папернянский с/с,52, район аг.Вишневка, а/д Р-58;54.068901;27.567956;Р-58;;1;0;1;0;1;1;0,,,
79;BY;Брестская обл., г. Пинск, ул. Брестская, д. 140;52.1141;26.05;;;1;0;0;1;1;0;0,,,
79;BY;Озаричский Поселковый Совет, 10;52.464427;29.262347;Р-31;;1;0;1;0;1;0;0,,,,,
79;BY;г. Мосты, ул. Советская, 105а;53.41821;24.56529;Р-41;;1;1;1;0;0;0;0,,,,
8;BY;трасса М-5, 214-й км., 1/5;52.929722;30.016111;М-5;;1;1;1;0;1;1;0,,,,
8;BY;г. Жодино, ул. Богуславо Поле,1Б;54.107633;28.341417;Р-53;;1;0;1;0;1;1;0,,,,
8;BY;Брестская обл., Малоритский р-н, Хотиславский с/с,30,0,2 км юго-западнее г. Малорита;51.780833;24.050833;Р-17;;1;0;1;0;1;0;0,
8;BY;г. Могилев, бул. Юбилейный, 2;53.900056;30.357389;;;1;0;1;0;1;0;0,,,,
8;BY;г. Марьина Горка, Шацкое шоссе;53.509249;28.108057;Р-68;;1;1;1;0;1;0;0,,,,,
8;BY;г. Гродно, ул. Дзержинского,96 А;53.71;23.838888;;;1;0;1;0;1;0;0,,,,
8;BY;г. Минск, пр-т Партизанский, 156;53.859444;27.676944;М-9;;1;1;1;0;1;1;0,,,,
8;BY;г. Витебск, Старобабиновичский тракт, 1;55.170284;30.248054;;;1;0;1;0;1;1;1,,,,
8;BY;г.Лида ул. Свердлова 199;53.9425;25.254444;;;1;1;1;0;1;1;0,,,,,,
80;BY;Брестская обл., Столинский р-н, г. Давид-Городок, ул. Островского, д. 84;52.07096;27.239349;Р-88;;1;0;1;0;1;0;0,,
80;BY;Хотлянский с/с,3, а/д Р-23;53.426551;27.496169;Р-23;;1;0;0;1;1;0;0,,,,
80;BY;г. Гродно ул. Репина, 48;53.658888;23.790833;;;1;1;1;0;1;0;0,,,,,
80;BY;г. Жлобин, ул. Промышленная, 18;52.859362;29.994435;;;1;1;1;0;1;1;0,,,,
81;BY;Брестская обл., Лунинецкий р-н, г. Лунинец, ул. Красноармейская, 96А;52.232583;26.792613;;;1;0;0;1;1;0;0,,
81;BY;г. Рогачев, ул. Богатырева, 181;53.119375;30.070438;Р-97;;1;1;1;0;1;1;0,,,,
81;BY;Новодворский с/с,78, район 13-го км МКАД;53.83773;27.66066;М-9;;1;0;1;1;0;1;0,,,,
81;BY;127-й км а/д М-7 Минск-Ошмяны;54.44;25.965;;;1;1;0;1;1;0;0,,,,,,
82;BY;Щомыслицкий с/с, 51 район «Проспект-Известия»-МКАД;53.84918;27.4366;М-9;;1;0;1;0;1;1;0,,,,,
82;BY;Брагинский р-н., Р-35, 81-й. км., 2;51.775466;30.248566;Р-35;;1;0;1;0;1;0;0,,,
82;BY;г. Гродно, ул. Подольная, 14;53.672229;23.83386;;;1;0;1;0;1;0;0,,,,
83;BY;г.Дзержинск, ул.Фоминых, 3;53.686944;27.163333;;;1;0;1;0;1;0;0,,,,
83;BY;Гомельский р-н., Р-150, 4-км, 1;52.3676;31.003;Р-150;;1;0;1;0;1;0;1,,,
83;BY;г. Могилев, Славгородское шоссе;53.86295;30.359266;;;1;0;1;0;1;0;0,,,,,
83(1);BY;Желудок ул. 17 сентября;53.595;24.992222;;;1;0;1;0;0;0;0,,,,,,
83(2);BY;Гродненская обл., Зельвенский р-н, Деречинский с/с, аг. Деречин;53.244722;24.927777;Р-41;;1;0;1;0;0;0;0,,,
84;BY;а/д Р-1, 20-й км, 1;53.76947;27.34639;Р-1;;1;0;1;0;1;1;0,,,,
84;BY;г.Гомель, ул.Чечерская;52.47;31.041666;;;1;0;1;0;1;0;0,,,,,
84;BY;Республика Беларусь, Гродненская обл., Гродненский р-н, М-6, 291-й, 1;53.531543;23.683868;М-6;;1;1;1;0;1;0;0,
85;BY;Брестская обл., г. Брест, ул. Суворова, 200;52.080283;23.770483;;;1;0;1;0;1;0;1,,,
85;BY;г. Фаниполь, ул. Заводская, 9Г;53.74114;27.351872;;;1;0;1;0;1;0;0,,,,
85;BY;трасса М5/Е 271 – 283 км (лево);52.501522;30.66105;;;1;0;1;0;1;0;0,,,,,,
85;BY;Автодорога М6, 103 километр, 1;53.947401;26.153168;;;1;1;1;0;1;0;0,,,,
86;BY;Республика Беларусь, Минская область, Узденский р-н, г.Узда, ул.К.Маркса, 91;53.464722;27.204722;;;1;0;1;0;1;0;0,
86;BY;Брестская обл., г. Брест, ул. Суворова, 2;52.0635;23.7342;;;1;0;1;0;1;0;0,,,
86;BY;г.Гродно,ул.Славинского 14;53.63676;23.813062;;;1;0;1;0;1;0;0,,,,,
86;BY;Гомельский район., подъезд к г. Гомелю от автодороги М-10 28 км. (право);52.401944;30.897777;М-10;;1;0;1;0;1;0;1,,,,,
87;BY;Минская обл., Дзержинский р-н, Р-1, 31-й км, 2;53.693981;27.172526;Р-1;Р-65;1;0;0;1;1;0;0,,
87;BY;Брестская обл., г. Брест, ул. Белорусская, 67;52.1223;23.6554;;;1;0;0;0;1;0;0,,,
87;BY;а/д М-10, 28 км, 1 (гр РФ(Селище) Гомель-Кобрин);52.400476;30.897745;;;1;1;1;0;1;0;0,,,,
88;BY;Брестская обл., Каменецкий р-н, Р-83, 36-й км, 2;52.397533;23.785266;Р-83;Р-102;1;0;1;0;0;0;0,,
88;BY;г.Гомель,пересечение ул.Лепешинского и Инженерного проезда;52.47359;30.99721;;;1;0;1;0;1;0;0,,,,,
88;BY;Республика Беларусь, Минская обл., Минский р-н, Папернянский с/с,53, район 44-го км МКАД;53.96911;27.49699;М-9;;1;0;1;0;1;1;1,
89;BY;Республика Беларусь, Минская обл., Минский р-н, Новодворский с/с,79, район 16-го км МКАД;53.83108;27.60733;М-9;;1;0;1;0;1;1;0,
89;BY;Брестская обл., Каменецкий р-н, Рясненский с/с,11, в 0,35 км севернее д. Пограничная;52.465161;23.364925;Р-16;;1;0;1;0;1;0;0,
9;BY;Коммунаровский с/с., 8;52.615278;30.853611;М-8;;1;0;1;0;1;1;0,,,,,
9;BY;Брестская обл., Брестский р-н, Р-94, 31-й км, 5;51.7892;23.6544;Р-94;;1;0;1;0;1;1;0,,
9;BY;г. Борисов, ул. Заводская, 147;54.1982;28.544967;;;1;0;1;0;1;1;0,,,,
9;BY;г. Витебск, ул. Гагарина, 177;55.231916;30.272093;Р-112;;1;0;0;0;0;0;0,,,,
9;BY;г. Быхов, ул. Железнодорожная, 13а;53.509722;30.223611;;;1;0;1;0;1;1;0,,,,
9;BY;М-6, 289км, 1;53.539695;23.696777;М-6;Р-99;1;1;1;0;1;0;0,,,,
9;BY;г. Минск, Горецкого, 10;53.8825;27.453889;;;1;0;1;0;1;0;0,,,,
9;BY;г.п. Вороново, Ул. Восточная, 26а;54.140248;25.314945;М-11;;1;0;1;0;1;1;0,,,,
90;BY;Брестская обл., Малоритский р-н, г. Малорита, ул. Кобринская, 65;51.813611;24.076111;Р-17;;1;0;1;0;1;1;0,,
90 (1);BY;Минская обл., Крупский р-н, район г.п. Холопеничи;54.505743;28.958566;;;1;0;1;0;0;0;0,,,,
90 (2);BY;Республика Беларусь, Минская обл., Борисовский р-н, Зембинский с/с, аг. Зембин;54.357726;28.221479;;;1;0;1;0;0;0;0,,
96;BY;г. Могилев, пер. Гаражный, 7а;53.897278;30.289306;;;1;0;1;0;1;0;0,,,,
99;BY;г. Могилев, ул. К.Маркса;53.8964;30.34055;;;1;0;0;1;1;0;1,,,,,
