Код;Кол-во;Наименование;Автор;ISBN;Вес шт.(кг);Описание;Направление;Ссылка на cайт;Цена без скидки;Акционная скидка;Скидка корпоративная;Итоговая скидка;Итоговая цена;Стоимость;;
00000009700;0;Как устроена экономика;Ха-Джун Чанг;978-5-00100-812-5;0,48;;Научпоп;https://www.mann-ivanov-ferber.ru/books/ekonomika/?buytab=paperbook;1015,00;30%;т ты меня;50%;507,50;0,00;710,5;
00000009703;0;Творческое воспитание;Джин Ван’т Хал;978-5-00057-778-3;0,69;Искусство и творчество в вашей семье;Детские книги;https://www.mann-ivanov-ferber.ru/books/tvorcheskoe-vospitanie/?buytab=paperbook;810,00;30%;т ты меня;50%;405,00;0,00;567;
00000009699;0;Развитие силы воли;Уолтер Мишел;978-5-00057-449-2;0,50;Уроки от автора знаменитого маршмеллоу-теста;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/razvitie-sily-voli/?buytab=paperbook;920,00;30%;т ты меня;50%;460,00;0,00;644;
00000009694;0;Что снится семечку?;Дианна Астон, Сильвия Лонг;978-5-00057-430-0;0,43;;Детские книги;https://www.mann-ivanov-ferber.ru/books/chto-snitsja-semechku/?buytab=paperbook;525,00;30%;т ты меня;50%;262,50;0,00;367,5;
00000009696;0;У камня своя история;Дианна Астон, Сильвия Лонг;978-5-00057-428-7;0,43;;Детские книги;https://www.mann-ivanov-ferber.ru/books/u-kamnja-svoja-istorija/?buytab=paperbook;525,00;30%;т ты меня;50%;262,50;0,00;367,5;
00000009695;0;Яйцо любит тишину;Дианна Астон, Сильвия Лонг;978-5-00057-429-4;0,43;;Детские книги;https://www.mann-ivanov-ferber.ru/books/jajco-ljubit-tishinu/?buytab=paperbook;525,00;30%;т ты меня;50%;262,50;0,00;367,5;
00000009655;0;Сам себе ученый!;Хелейн Беккер;978-5-00100-598-8;0,40;Научные ответы на веселые вопросы: исследования и эксперименты;Детские книги;https://www.mann-ivanov-ferber.ru/books/sam-sebe-uchenij/?buytab=paperbook;590,00;30%;т ты меня;50%;295,00;0,00;413;
00000009627;0;Великие, а не большие;Бо Бёрлингем;978-5-00057-412-6;0,43;;Бизнес;https://www.mann-ivanov-ferber.ru/books/nebolshie_giganti/?buytab=paperbook;950,00;30%;т ты меня;50%;475,00;0,00;665;
00000009702;0;Как разговаривать с кем угодно;Марк Роудз;978-5-00100-099-0;0,33;Уверенное общение в любой ситуации;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/razgovor-eto-vozmozhnost/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000009630;0;Источник энергии;Дэниел Брауни;978-5-00057-462-1;0,33;Как включить скрытые резервы организма и сохранять бодрость весь день;Здоровый образ жизни;https://www.mann-ivanov-ferber.ru/books/upravlenie_energiej/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000009656;0;Практика менеджмента;Питер Фердинанд Друкер;978-5-00057-373-0;0,77;;Бизнес;https://www.mann-ivanov-ferber.ru/books/praktika_menedzhmenta/?buytab=paperbook;950,00;30%;т ты меня;50%;475,00;0,00;665;
00000009690;0;Скетчбук, который научит вас рисовать;Робин Ланда;978-5-00100-174-4;0,59;;Творчество;https://www.mann-ivanov-ferber.ru/books/sketchbuk_kotoryj_nauchit_vas_risovat/?buytab=paperbook;910,00;30%;т ты меня;50%;455,00;0,00;637;
00000009847;0;Презентация в стиле дзен;Гарр Рейнольдс;978-5-00057-426-3;0,87;Основы дизайна для тех, кто хочет выступать лучше;Бизнес;https://www.mann-ivanov-ferber.ru/books/prezentaciya_v_stile_dzen/?buytab=paperbook;1665,00;30%;т ты меня;50%;832,50;0,00;1165,5;
00000009637;0;Большая игра в бизнес;Джек Стэк, Бо Бёрлингем;978-5-00057-422-5;0,45;Единственный разумный способ управления компанией;Бизнес;https://www.mann-ivanov-ferber.ru/books/biznes_eto_igra/?buytab=paperbook;950,00;30%;т ты меня;50%;475,00;0,00;665;
00000009611;0;Мудрость Ганди;Махатма Ганди;978-5-00057-450-8;0,63;Мысли и изречения;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/pravila_gandi/?buytab=paperbook;1335,00;30%;т ты меня;50%;667,50;0,00;934,5;
00000009629;0;Бизнес-копирайтинг;Денис Каплунов;978-5-00100-828-6;0,56;Как писать серьезные тексты для серьезных людей;Маркетинг;https://www.mann-ivanov-ferber.ru/books/biznes-kopirajting/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000009612;0;Финансовый ежедневник: как привести деньги в порядок;Алексей Герасимов;978-5-00100-340-3;0,27;;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/finansovyj_ezhednevnik/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000009607;0;Нейромаркетинг в действии;Дэвид Льюис;978-5-00100-263-5;0,60;Как проникнуть в мозг покупателя;Маркетинг;https://www.mann-ivanov-ferber.ru/books/mozg_potrebitelya/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000009792;0;Размещение акций;Антон Мальков;978-5-00057-447-8;0,44;Структурирование и ценообразование;Бизнес;https://www.mann-ivanov-ferber.ru/books/razmeshhenie-akcij/?buytab=paperbook;1280,00;30%;т ты меня;50%;640,00;0,00;896;
00000011391;0;Почему никто не рассказал мне это в 20?;Тина  Силиг;978-5-00100-678-7;0,35;Интенсив по поиску себя в этом мире;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/pochemu-nikto-ne-rasskazal-mne-eto-v-20/?buytab=paperbook;880,00;30%;т ты меня;50%;440,00;0,00;616;
00000009628;0;Уверенность в себе;Элис Мьюир;978-5-00057-448-5;0,34;Книга для работы над собой;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/uverennost-v-sebe/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000009613;0;Рецепты «Китайского исследования»;Лиэнн Кэмпбелл;978-5-00057-415-7;1,93;Здоровые рецепты от лучших шеф-поваров и специалистов;Здоровый образ жизни;https://www.mann-ivanov-ferber.ru/books/recepty_kitajskogo_issledovaniya/?buytab=paperbook;1250,00;30%;т ты меня;50%;625,00;0,00;875;
00000009754;0;Отто в городе;Том Шамп;978-5-00057-279-5;0,57;;Детские книги;https://www.mann-ivanov-ferber.ru/books/otto-v-gorode/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000009602;0;Шесть великих идей;Мортимер Адлер;978-5-00057-309-9;0,65;Справедливость, истина, равенство и другие вечные идеи;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/shest_velikih_idej/?buytab=paperbook;1320,00;30%;т ты меня;50%;660,00;0,00;924;
00000009604;0;Везде как дома;Линн Мартин;978-5-00057-434-8;0,52;Как мы продали жилье, изменили свою жизнь и увидели мир;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/moj_adres_ne_dom_i_ne_ulica/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000009600;0;Говори и показывай;Дэн Роэм;978-5-00057-425-6;0,63;Как сделать выдающуюся презентацию, используя визуальные образы;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/govori_i_pokazyvaj/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000009605;0;Методика RAIN;Майк Шульц, Джон Дорр;978-5-00057-410-2;0,59;Как продавать так, чтобы покупали;Бизнес;https://www.mann-ivanov-ferber.ru/books/prodayushie_dialogi/?buytab=paperbook;1305,00;30%;т ты меня;50%;652,50;0,00;913,5;
00000009650;0;Великие здания;Патрик Диллон, Стивен Бисти;978-5-00057-298-6;0,96;Мировая архитектура в разрезе: от египетских пирамид до Центра Помпиду;Детские книги;https://www.mann-ivanov-ferber.ru/books/velikie-zdaniya/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000009603;0;Память не изменяет;Анхельс Наварро;978-5-00100-478-3;0,41;Задачи и головоломки для развития интеллекта и памяти;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/pamyat_ne_izmenyaet/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000009649;0;Гигантский транспорт;Стивен Бисти;978-5-00057-642-7;0,73;;Детские книги;https://www.mann-ivanov-ferber.ru/books/gigantskij-transport/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000009608;0;Включите сердце и мозги;Дария Бикбаева;978-5-00100-937-5;0,42;Как построить успешный творческий бизнес;Творчество;https://www.mann-ivanov-ferber.ru/books/ta-dam/?buytab=paperbook;935,00;30%;т ты меня;50%;467,50;0,00;654,5;
00000013984;0;Женщина. Подарочный комплект;Джон Готтман, Джули Шварц-Готтман, Дуглас Абрамс, Рэчел Карлтон Адамс;978-5-00100-345-8;0,61;Руководство для мужчин;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/zhenshhina-podarochnyij-komplekt/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000009589;0;Город над землей и под землей;Анн-Софи Боманн, Александра Уар;978-5-00057-666-3;0,41;;Детские книги;https://www.mann-ivanov-ferber.ru/books/gorod-nad-zemlej-i-pod-zemlej/?buytab=paperbook;1075,00;30%;т ты меня;50%;537,50;0,00;752,5;
00000009590;0;Что тебя останавливает?;Сью Хэдфилд;978-5-00057-417-1;0,40;;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/ne_otkladyvaj_zhizn_na_potom/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000009574;0;Кости и скелеты;Стив Дженкинс;978-5-00057-353-2;0,43;;Детские книги;https://www.mann-ivanov-ferber.ru/books/kosti-i-skelety/?buytab=paperbook;790,00;30%;т ты меня;50%;395,00;0,00;553;
00000009570;0;А у меня получится?;Саймон Хартли;978-5-00057-418-8;0,32;;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/u-menya-poluchitsya/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000009568;0;Лидеры, которые изменили Россию;Радислав Гандапас;978-5-00100-210-9;0,99;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/lidery_kotorye_izmenili_rossiyu/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000013393;0;На пределе. Подарочный комплект;Эрик Бертран Ларссен;978-5-00057-812-4;0,54;Неделя без жалости к себе;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/na-predele-podarochnyij-komplekt/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000009510;0;БУДЬ лучшей версией себя;Дэн Вальдшмидт;978-5-00100-416-5;0,44;Как обычные люди становятся выдающимися;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/preodolevaya_sebya/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000009512;0;Рисуем круглый год;Таро Гоми;978-5-00057-299-3;1,07;365 дней творчества;Детские книги;https://www.mann-ivanov-ferber.ru/books/risuem-kruglyj-god/?buytab=paperbook;740,00;30%;т ты меня;50%;370,00;0,00;518;
00000009507;0;Нииланг: история мальчика, который дорого продавал свои фантазии;Владимир Яковлев;978-5-00057-272-6;0,21;Выпуск 1. Зеркало чистой правды;Детские книги;https://www.mann-ivanov-ferber.ru/books/niilang/?buytab=paperbook;480,00;30%;т ты меня;50%;240,00;0,00;336;
00000009484;0;Просто Рич;Рич Девос;978-5-00057-367-9;0,52;Уроки жизни от одного из основателей Amway;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/istorii_i_uroki_osnovatelya_amway/?buytab=paperbook;650,00;15%;т ты меня;50%;325,00;0,00;552,5;
00000009482;0;Учим цвета и счет;;978-5-00057-217-7;0,35;;Детские книги;https://www.mann-ivanov-ferber.ru/books/uchim-cveta-i-schet/?buytab=paperbook;500,00;30%;т ты меня;50%;250,00;0,00;350;
00000009481;0;Учим животных и противоположности;;978-5-00057-216-0;0,35;;Детские книги;https://www.mann-ivanov-ferber.ru/books/uchim-zhivotnyx-i-protivopolozhnosti/?buytab=paperbook;560,00;30%;т ты меня;50%;280,00;0,00;392;
00000009483;0;Учим предметы и формы;;978-5-00057-218-4;0,35;;Детские книги;https://www.mann-ivanov-ferber.ru/books/uchim-predmety-i-formy/?buytab=paperbook;560,00;30%;т ты меня;50%;280,00;0,00;392;
00000009490;0;Бесконечная книга: Тами и Сами;Натали Ратковски;978-5-00057-383-9;0,44;;Детские книги;https://www.mann-ivanov-ferber.ru/books/beskonechnaya-kniga-tami-i-sami/?buytab=paperbook;630,00;30%;т ты меня;50%;315,00;0,00;441;
00000009479;0;Книга моих стихов;Маша Лукашкина;978-5-00057-379-2;0,44;;Детские книги;https://www.mann-ivanov-ferber.ru/books/kniga-moix-stixov/?buytab=paperbook;590,00;30%;т ты меня;50%;295,00;0,00;413;
00000009468;0;642 идеи, что нарисовать;;978-5-00057-363-1;0,68;;Творчество;https://www.mann-ivanov-ferber.ru/books/642-idei-chto-narisovat/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000009465;0;642 идеи, о чем написать;;978-5-00100-820-0;0,68;Тетрадь начинающего писателя;Творчество;https://www.mann-ivanov-ferber.ru/books/642-idei-o-chem-napisat/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000009454;0;KUMON. Учимся определять время. Минуты;;978-5-00100-316-8;0,35;;Детские книги;https://www.mann-ivanov-ferber.ru/books/uchimsya-opredelyat-vremya-minuti/?buytab=paperbook;420,00;30%;т ты меня;50%;210,00;0,00;294;
00000009452;0;KUMON. Учимся определять время. Час и полчаса;;978-5-00100-385-4;0,34;;Детские книги;https://www.mann-ivanov-ferber.ru/books/uchimsya-opredelyat-vremya-chas/?buytab=paperbook;440,00;30%;т ты меня;50%;220,00;0,00;308;
00000009450;0;KUMON. Учимся писать прописные буквы английского алфавита;;978-5-00100-008-2;0,34;;Детские книги;https://www.mann-ivanov-ferber.ru/books/kumon-uchimsya-pisat-propisnie-angliyskie/?buytab=paperbook;420,00;30%;т ты меня;50%;210,00;0,00;294;
00000009448;0;KUMON. Учимся писать строчные буквы английского алфавита;;978-5-00100-009-9;0,34;;Детские книги;https://www.mann-ivanov-ferber.ru/books/kumon-uchimsya-pisat-strochnie-angliyskie/?buytab=paperbook;420,00;30%;т ты меня;50%;210,00;0,00;294;
00000009462;0;Банкиры, которые изменили мир;;978-5-00057-313-6;0,84;;;https://www.mann-ivanov-ferber.ru/books/bankiri_kotorie_izmenili_mir/?buytab=paperbook;2500,00;15%;т ты меня;50%;1250,00;0,00;2125;
00000009460;0;Сравни!;Стив Дженкинс;978-5-00057-354-9;0,47;Животные в натуральную величину;Детские книги;https://www.mann-ivanov-ferber.ru/books/sravni/?buytab=paperbook;630,00;30%;т ты меня;50%;315,00;0,00;441;
00000009458;0;Гимнастика души;Владимир Шахиджанян;978-5-00057-361-7;0,57;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/gimnastika_dushi/?buytab=paperbook;1000,00;30%;т ты меня;50%;500,00;0,00;700;
00000009456;0;KUMON. Учимся клеить. Пазлы-аппликации;;978-5-00100-583-4;0,42;;Детские книги;https://www.mann-ivanov-ferber.ru/books/pazly-applikacii/?buytab=paperbook;510,00;30%;т ты меня;50%;255,00;0,00;357;
00000009324;0;Мои путешествия;Федор Конюхов;978-5-00100-675-6;0,57;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/moi-puteshestviya/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000009444;0;Разрыв шаблона;Тина  Силиг;978-5-00057-403-4;0,34;Как находить и воплощать прорывные идеи;Бизнес;https://www.mann-ivanov-ferber.ru/books/tvorcheskoe_mishlenie/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000009429;0;1 страница в день;Адам Куртц;978-5-00100-361-8;0,42;Творческий блокнот;Творчество;https://www.mann-ivanov-ferber.ru/books/stranica_v_den/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000009439;0;Юный инвестор;Кэтрин Бейтман;978-5-00057-378-5;0,31;Как быть финансово грамотным с детства;Детские книги;https://www.mann-ivanov-ferber.ru/books/yunyj_investor/?buytab=paperbook;590,00;30%;т ты меня;50%;295,00;0,00;413;
00000009442;0;Наедине с собой;Сенека, Марк Аврелий;978-5-00057-868-1;0,50;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/naedine-s-soboj/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000009441;0;Поэзия обычных дней;Леонид Агутин;978-5-00057-375-4;0,69;Арт-дневник;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/poeziya-obychnyx-dnej/?buytab=paperbook;1265,00;30%;т ты меня;50%;632,50;0,00;885,5;
00000009437;0;Инструменты развития;Алан Фокс;978-5-00057-369-3;0,98;Правила счастливой жизни, успеха и крепких отношений;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/chelovecheskie_otnoshenija/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000009435;0;Скорочтение на практике;Павел Палагин;978-5-00100-507-0;0,43;Как читать быстро и хорошо запоминать прочитанное;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/skorochtenie_na_praktike/?buytab=paperbook;745,00;30%;т ты меня;50%;372,50;0,00;521,5;
00000009372;0;Размышления о личном развитии;Ицхак Адизес;978-5-00100-969-6;0,31;;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/razmyshleniya_o_lichnom_razvitii/?buytab=paperbook;740,00;30%;т ты меня;50%;370,00;0,00;518;
00000009349;0;Эмоциональный интеллект в переговорах;Роджер Фишер, Даниэль Шапиро;978-5-00057-366-2;0,48;;Бизнес;https://www.mann-ivanov-ferber.ru/books/emocii_v_peregovorah/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000009374;0;Властелины Doom;Дэвид Кушнер;978-5-00057-372-3;0,53;Как двое парней создали игровую индустрию и воспитали целое поколение геймеров;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/vlasteliny-doom/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000009347;0;На пути из третьего мира в первый;Ли Куан Ю;978-5-00057-968-8;0,63;Взгляды и убеждения Ли Куан Ю.;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/na_puti_iz_tretego_mira_v_pervyj/?buytab=paperbook;910,00;30%;т ты меня;50%;455,00;0,00;637;
00000009334;0;Смешные лица;Эд Эмберли;978-5-00057-350-1;0,14;Рисуем по шагам;Детские книги;https://www.mann-ivanov-ferber.ru/books/smeshnye-lica/?buytab=paperbook;300,00;30%;т ты меня;50%;150,00;0,00;210;
00000009332;0;Мир вокруг;Эд Эмберли;978-5-00057-349-5;0,14;Рисуем по шагам;Детские книги;https://www.mann-ivanov-ferber.ru/books/mir-vokrug/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000009336;0;Эссенциализм;Грег МакКеон;978-5-00100-505-6;0,61;Путь к простоте;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/hozyain_svoej_zhizni/?buytab=paperbook;760,00;30%;т ты меня;50%;380,00;0,00;532;
00000009320;0;Книга Нового года и Рождества;Галина Егоренкова, Наталия Нестерова;978-5-00057-757-8;0,84;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/kniga_novogo_goda_i_rozhdestva/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000009322;0;Путеводитель предпринимателя;Билл Олет;978-5-00057-300-6;1,03;24 конкретных шага от запуска до стабильного бизнеса;Бизнес;https://www.mann-ivanov-ferber.ru/books/putevoditel_predrprinimatelya/?buytab=paperbook;1015,00;30%;т ты меня;50%;507,50;0,00;710,5;
00000002267;0;Лидерство на все времена;Дэвид Хэнна;978-5-9614-0489-0;0,52;Результаты сегодня — наследие на века;;https://www.mann-ivanov-ferber.ru/books/liderstvo-na-vse-vremena/?buytab=paperbook;450,00;30%;т ты меня;50%;225,00;0,00;315;
00000003924;0;Утраченные секреты процветания;Наполеон Хилл;978-5-91657-368-8;0,29;;;https://www.mann-ivanov-ferber.ru/books/utrachennye-sekrety-procvetaniya/?buytab=paperbook;450,00;30%;т ты меня;50%;225,00;0,00;315;
00000003852;0;Налоги за 14 дней;Сергей Молчанов;978-5-91657-372-5;0,59;Экспресс-курс;;https://www.mann-ivanov-ferber.ru/books/nalogi-za-14-dney/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000009296;0;Почему Америка и Россия не слышат друг друга?;Анджела Стент;978-5-00057-312-9;0,65;Взгляд Вашингтона на новейшую историю российско-американских отношений;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/russia_vs_usa/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000009302;0;Развитие памяти;Гарри Лорейн;978-5-00057-315-0;0,40;Классическое руководство по улучшению памяти;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/razvitie_pamyati/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000009300;0;Мозг: краткое руководство;Джек Льюис, Адриан Вебстер;978-5-00057-368-6;0,37;Всё, что вам нужно знать для повышения эффективности и снижения стресса;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/vash_mozg_mozhet_bolshe/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000009298;0;Эмоциональный интеллект ребенка;Джон Готтман;978-5-00100-715-9;0,42;Практическое руководство для родителей;Детские книги;https://www.mann-ivanov-ferber.ru/books/emocionalnyj_intellekt_dlya_detej/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000009292;0;Развитие интуиции;Гай Клакстон;978-5-00057-297-9;0,56;Как принимать верные решения без сомнений и стресса;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/razvitie_intuicii/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000009294;0;Чем заняться вечером с семьей на даче без интернета;Дмитрий Чернышев;978-5-00057-919-0;0,48;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/kniga_zagadok_i_golovolomok/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000009286;0;Цель кажется недостижимой, пока она не достигнута;Росс и Катрин Петрас;978-5-00057-302-0;0,60;;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/net_nichego_nevozmozhnogo/?buytab=paperbook;740,00;30%;т ты меня;50%;370,00;0,00;518;
00000009279;0;Больше добра — больше прибыли;Идо Леффлер, Лэнс Кейлиш;978-5-00057-278-8;0,38;Как создать крупный бизнес, не забывая о социальной ответственности;Бизнес;https://www.mann-ivanov-ferber.ru/books/bolshe_dobra_bolshe_pribyli/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000009282;0;Художники, писатели, мыслители, мечтатели;Джеймс Гулливер Хэнкок;978-5-00057-257-3;0,26;50 портретов знаменитых людей, их жизнь и привычки в иллюстрациях;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/paperbook/50-velikih-hudozhnikov/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000009277;0;Теория игр;Авинаш Диксит, Барри Нейлбафф;978-5-00100-503-2;0,66;Искусство стратегического мышления в бизнесе и жизни;Научпоп;https://www.mann-ivanov-ferber.ru/books/strategicheskoe_mishlenie/?buytab=paperbook;825,00;30%;т ты меня;50%;412,50;0,00;577,5;
00000009272;0;Великие мысли;Стивен Кови;978-5-00057-263-4;0,35;Избранные цитаты о лидерстве и жизни;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/velikie_misli/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000009274;0;Ловушка времени;Алек Маккензи, Пэт Никерсон;978-5-00057-248-1;0,58;Классическое пособие по тайм-менеджменту;Бизнес;https://www.mann-ivanov-ferber.ru/books/lovushka_vremeni/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000013401;0;Золотые правила. Подарочный комплект;Боб Боуман, Чарльз Батлер;;0,65;Стань чемпионом в том, что ты делаешь;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/zolotyie-pravila-podarochnyj-komplekt/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000001422;0;365 дней очень творческого человека (красный);Яна Франк;978-5-91657-432-6;0,45;Ежедневник для тех, чьей работой руководит Муза;Творчество;https://www.mann-ivanov-ferber.ru/books/365-red/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000009270;0;Автор бизнеса;Вячеслав Семенчук;978-5-00057-343-3;0,45;От идеи до свершения;Бизнес;https://www.mann-ivanov-ferber.ru/books/avtor_biznesa/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000009264;0;Прописи для левшей;Ника Дубровская;978-5-00057-293-1;0,35;;Детские книги;https://www.mann-ivanov-ferber.ru/books/propisi-dlya-levshej/?buytab=paperbook;500,00;30%;т ты меня;50%;250,00;0,00;350;
00000009261;0;Как объяснить ребенку математику;Кэрол Вордерман;978-5-00100-556-8;0,67;Иллюстрированный справочник для родителей;Детские книги;https://www.mann-ivanov-ferber.ru/books/kak-obyasnit-rebenku-matematiku/?buytab=paperbook;1175,00;30%;т ты меня;50%;587,50;0,00;822,5;
00000009266;0;Мне некогда!;Бриджид Шульте;978-5-00057-324-2;0,60;В поисках свободного времени в эпоху всеобщего цейтнота;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/mne_nekogda/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000009257;0;Господь – мой брокер;Кристофер Бакли;978-5-00057-261-0;0,39;Семь с половиной законов духовного и финансового роста;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/gospod_moj_broker/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000009255;0;Вовлекай и властвуй;Кевин Вербах, Дэн Хантер;978-5-00057-344-0;0,36;Игровое мышление на службе бизнеса;Бизнес;https://www.mann-ivanov-ferber.ru/books/igrajte-i-pobezhdajte/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000009244;0;Важно не то, кто ты есть, а то, кем ты хочешь стать;Пол Арден;978-5-00057-175-0;0,18;Мировой бестселлер Пола Ардена;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/vsegda_stremis_k_bolshemu/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000009245;0;Chineasy;ШаоЛань Сюэ;978-5-00057-215-3;0,66;Китайский — легко!;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/chineasy/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000009239;0;Музыка мозга;Аннет Прен, Кьелд Фреденс;978-5-00057-268-9;0,45;Правила гармоничного развития;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/muzika_mozga/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000013397;0;Книга Ленивого Гуру. Подарочный комплект;Лоуренс Шортер;;0,54;Поток. Результаты. Без усилий;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/kniga-lenivogo-guru-podarochnyj-komplekt/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000009213;0;За все хорошее!;Алексей Меринов (художник);978-5-00057-266-5;0,71;Тосты с рисунками Алексея Меринова;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/za_vse_horoshee/?buytab=paperbook;1015,00;30%;т ты меня;50%;507,50;0,00;710,5;
