Код;Кол-во;Наименование;Автор;ISBN;Вес шт.(кг);Описание;Направление;Ссылка на cайт;Цена без скидки;Акционная скидка;Скидка корпоративная;Итоговая скидка;Итоговая цена;Стоимость;;
00000006081;0;KUMON. Простые лабиринты;;978-5-00100-594-0;0,35;Рабочая тетрадь;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/my-book-easy-mazes/?buytab=paperbook;440,00;30%;т ты меня;50%;220,00;0,00;308;
00000006152;0;KUMON. Увлекательные лабиринты;;978-5-00100-529-2;0,35;Рабочая тетрадь;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/my-first-book-mazes/?buytab=paperbook;440,00;30%;т ты меня;50%;220,00;0,00;308;
00000006128;0;KUMON. Волшебные лабиринты;;978-5-00100-431-8;0,35;Рабочая тетрадь;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/amazing-mazes/?buytab=paperbook;440,00;30%;т ты меня;50%;220,00;0,00;308;
00000006158;0;KUMON. Простые линии;;978-5-00117-113-3;0,35;Рабочая тетрадь;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/my-first-book-tracing/?buytab=paperbook;420,00;30%;т ты меня;50%;210,00;0,00;294;
00000005797;0;Придумай свою подпись;Ника Дубровская;978-5-91657-954-3;0,21;;Детские книги;https://www.mann-ivanov-ferber.ru/books/pridumaj_svoju_podpis/?buytab=paperbook;325,00;30%;т ты меня;50%;162,50;0,00;227,5;
00000005793;0;Занималки. Зима;Зина Сурова, Филипп Суров;978-5-00117-001-3;0,39;Увлекательные занятия для детей и родителей;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/winter/?buytab=paperbook;750,00;30%;т ты меня;50%;375,00;0,00;525;
00000005791;0;Эмоциональный интеллект. Российская практика;Сергей Шабанов, Алена Алешина;978-5-00100-714-2;0,62;;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/psychologies/russian-practice/?buytab=paperbook;740,00;30%;т ты меня;50%;370,00;0,00;518;
00000005698;0;Стихи с натуры;Глеб Солнцев, Никита Замеховский-Мегалокарди;978-5-91657-863-8;0,42;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/special/poetry/?buytab=paperbook;1600,00;30%;т ты меня;50%;800,00;0,00;1120;
00000005775;0;Продажи большим компаниям;Джил Конрат;978-5-91657-901-7;0,45;;Бизнес;https://www.mann-ivanov-ferber.ru/books/mif/selling-big-companies/?buytab=paperbook;690,00;30%;т ты меня;50%;345,00;0,00;483;
00000005754;0;Дневник успешного человека;Александр Левитас;978-5-91657-276-6;0,58;;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/diary-of-a-successful-person/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000006150;0;KUMON. Мои первые поделки;;978-5-00100-512-4;0,44;Рабочая тетрадь;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/my-book-easy-crafts/?buytab=paperbook;480,00;30%;т ты меня;50%;240,00;0,00;336;
00000006126;0;KUMON. Учимся клеить;;978-5-00100-636-7;0,46;Рабочая тетрадь;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/my-book-pasting/?buytab=paperbook;480,00;30%;т ты меня;50%;240,00;0,00;336;
00000006079;0;KUMON. Учимся вырезать;;978-5-00100-637-4;0,44;Рабочая тетрадь;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/my-first-book-cutting/?buytab=paperbook;480,00;30%;т ты меня;50%;240,00;0,00;336;
00000005748;0;Переговоры без поражения;Роджер Фишер, Уильям Юри, Брюс Паттон;978-5-91657-838-6;0,77;Гарвардский метод;Бизнес;https://www.mann-ivanov-ferber.ru/books/golden_library/gettingtoyes/?buytab=paperbook;1200,00;30%;т ты меня;50%;600,00;0,00;840;
00000005957;0;Иллюстрированный Гражданский кодекс Российской Федерации;Алексей Меринов (художник);978-5-91657-849-2;2,20;В рисунках Алексея Меринова;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/paperbook/gk-rf/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000005707;0;Правила долголетия;Дэн Бюттнер;978-5-91657-929-1;0,45;9 уроков о том, как жить долго и не болеть;Здоровый образ жизни;https://www.mann-ivanov-ferber.ru/books/paperbook/thebluezones/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000005709;0;Потешки и пестушки;;978-5-91657-823-2;0,07;;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/tales/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000005695;0;Пироговедение;Ирина Чадеева;978-5-91657-856-0;1,01;60 праздничных рецептов от Ирины Чадеевой;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/special/pirogovedenie/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000005693;0;Выступление без подготовки;Андрей Седнев;978-5-91657-915-4;0,36;Что и как говорить, если вас застали врасплох;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/magic-of-impromptu-speaking/?buytab=paperbook;695,00;30%;т ты меня;50%;347,50;0,00;486,5;
00000005686;0;Зоки и Бада. Большая книга для рисования;Елена Кубышева;978-5-91657-925-3;0,44;;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/drawing-zoki-i-bada/?buytab=paperbook;480,00;30%;т ты меня;50%;240,00;0,00;336;
00000005584;0;Хулиганская тетрадь;Ника Дубровская;978-5-91657-859-1;0,55;Прописи для тех, кто не любит писать;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/hooligan-book/?buytab=paperbook;490,00;30%;т ты меня;50%;245,00;0,00;343;
00000005666;0;В мире жуков;Стив Дженкинс;978-5-91657-800-3;0,40;Удивительные факты о животных;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/the-beetle-book/?buytab=paperbook;450,00;30%;т ты меня;50%;225,00;0,00;315;
00000005664;0;Про хвосты, носы и уши;Стив Дженкинс, Робин Пейдж;978-5-91657-799-0;0,40;Интересные факты о животных;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/tail/?buytab=paperbook;450,00;30%;т ты меня;50%;225,00;0,00;315;
00000005680;0;Weber. Философия гриля;Джейми Первиэнс;978-5-00100-514-8;1,50;;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/special/weber/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000003988;0;Ключ;Джо Витале;978-5-00100-928-3;0,38;Поверни его — и откроешь тайну притяжения;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/klyuch/?buytab=paperbook;450,00;30%;т ты меня;50%;225,00;0,00;315;
00000005662;0;Уоррен Баффет. Как 5 долларов превратить в 50 миллиардов;Роберт Хагстром;978-5-91657-870-6;1,26;Простые правила великого инвестора;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/warren-buffett/?buytab=paperbook;0,00;15%;т ты меня;50%;0,00;0,00;0;
00000005657;0;Миллион для моей дочери;Владимир Савенок;978-5-91657-829-4;0,36;Пошаговый план накоплений;Cаморазвитие;https://www.mann-ivanov-ferber.ru/books/paperbook/million-dlya-moey-docheri/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000005651;0;HR-квест;Михаил Воронин, Дарья Кабицкая, Наталья Тихнонова;978-5-91657-897-3;0,35;Как сделать сотрудников адвокатами бренда;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/hr-quest/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000005633;0;Хозяин слова;Игорь Родченко;978-5-91657-861-4;0,44;Мастерство публичного выступления;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/words/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000005631;0;Учись видеть;Марина Москвина;978-5-00057-875-9;0,78;Уроки творческих взлетов;Творчество;https://www.mann-ivanov-ferber.ru/books/paperbook/learn-to-see/?buytab=paperbook;910,00;30%;т ты меня;50%;455,00;0,00;637;
00000005638;0;Если хочешь быть здоров;Елена Качур;978-5-00100-433-2;0,50;Детские энциклопедии с Чевостиком;Детские книги;https://www.mann-ivanov-ferber.ru/books/children/if-you-want-be-healthy/?buytab=paperbook;525,00;30%;т ты меня;50%;262,50;0,00;367,5;
00000005635;0;45 татуировок менеджера;Максим Батырев (Комбат);978-5-00100-679-4;0,54;Правила российского руководителя;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/tattoos/?buytab=paperbook;800,00;30%;т ты меня;50%;400,00;0,00;560;
00000005617;0;Кодекс выживания;Дэвид Хэнна, Максим Ильин, Георгий Мелик-Еганов;978-5-91657-827-0;0,46;Естественные законы в бизнесе;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/code/?buytab=paperbook;1135,00;30%;т ты меня;50%;567,50;0,00;794,5;
00000005615;0;Чемпионы продаж;Мэттью Диксон, Брент Адамсон;978-5-91657-851-5;0,46;Что и как лучшие продавцы в мире делают иначе;Бизнес;https://www.mann-ivanov-ferber.ru/books/mif/challenger-sale/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
00000005597;0;Как работать где хочешь, сколько хочешь и получать стабильный доход;Скотт Фокс;978-5-91657-815-7;0,50;;Маркетинг;https://www.mann-ivanov-ferber.ru/books/paperbook/click-millionaires/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000005595;0;Карьера для интровертов;Нэнси Энковиц;978-5-91657-844-7;0,55;Как завоевать авторитет и получить заслуженное повышение;Бизнес;https://www.mann-ivanov-ferber.ru/books/paperbook/self-promotion-introverts/?buytab=paperbook;870,00;30%;т ты меня;50%;435,00;0,00;609;
00000005583;0;Moneyball;Майкл Льюис;978-5-91657-854-6;0,62;Как математика изменила самую популярную спортивную лигу в мире;Расширяющие кругозор;https://www.mann-ivanov-ferber.ru/books/paperbook/moneyball/?buytab=paperbook;650,00;30%;т ты меня;50%;325,00;0,00;455;
